context,decision,predicted_decision
"## Context

> **Note**
> This ADR supercedes [`ADR 009`](./adr-009-interaction-tests.md)

We author tests using a combination of Jest and Playwright. Typically, Jest is
used for unit and integration tests and Playwright is used for Visual Regression
Tests against our Storybook.

In `ADR 009`, we proposed using Storybook's [`play`
functions](https://storybook.js.org/docs/react/writing-stories/play-function) as
the recommended way to author tests that require tests based on user
interactions. In this ADR, we would like to revisit this decision.","## Decision  
We will no longer use Storybook's `play` functions as the primary mechanism for authoring interaction-based tests.

Instead, we will adopt **standalone Playwright test files** co-located with components as the standard approach for writing and running user interaction tests.

This decision is based on the following rationale:

1. **Separation of concerns**: Storybook `play` functions conflate component documentation with automated testing logic. This leads to bloated stories and makes it harder to maintain complex test scenarios.
2. **Tooling limitations**: `play` functions run in the browser context of Storybook’s UI, which introduces constraints around debugging, parallel execution, and integration with CI/CD pipelines.
3. **Limited test capabilities**: The `play` function API lacks advanced features available in native Playwright, such as multi-page scenarios, precise network interception, video capture, and trace analysis.
4. **Discoverability and consistency**: Colocating `.spec.ts` or `.test.ts` files with component code improves developer discoverability and aligns with established patterns across the ecosystem.
5. **Scalability**: Standalone Playwright tests support modular setup, reusable fixtures, parameterized testing, and better organization at scale.

### Migration Plan
- Deprecate all new usage of `play` functions for testing purposes.
- Gradually migrate existing interaction tests from `play` functions to standalone Playwright specs.
- Update documentation, templates, and linting rules to reflect the new pattern.
- Retain use of `play` functions only where strictly necessary for interactive documentation within Storybook.

This change preserves the value of Storybook as a development and design tool while strengthening our test suite with more robust, maintainable, and debuggable interaction tests.","## Decision

For tests involving interaction, use Playwright to visit a storybook story and
interact with the component directly. This will allow for easy integration with
Visual Regression Testing and our automated accessibility testing (through axe).
In order to perform interactions, use [actions from
Playwright](https://playwright.dev/docs/input)."
"## Context

There are situations where a component prop can support a value or a ""responsive
value"" that results in the value changing depending on the viewport size. For
example:

```tsx
// Value
<Stack gap=""condensed"" />

// Responsive value
<Stack gap={{ narrow: 'condensed', regular: 'normal', wide: 'spacious' />
```

Typically, a responsive value will support all of our named breakpoints: narrow,
regular, and wide. Authors can use a hook called `useResponsiveValue` to support
resolving the value of a prop based on the current viewport size. The
implementation of this hook uses [`matchMedia`](https://developer.mozilla.org/en-US/docs/Web/API/Window/matchMedia)
which, unfortunately, has a downside: the value of a prop may shift when the
component is server-side rendered. If the prop is used for styles or layout, then this will lead to a layout shift
when the component hydrates and the viewport size is different than the fallback
size on the server.

As a result, we would like to offer a paved path for providing responsive props
in a way tha twill not lead to layout shift during server-side rendering.","## Decision 
We will standardize the use of a `useResponsiveValue` hook with built-in server-safe fallback behavior to prevent layout shifts during server-side rendering.

The hook will accept a responsive value (an object mapping breakpoints to values) or a static value, and return the appropriate value based on the current viewport. To avoid hydration mismatches:

1. **Server-side rendering (SSR)**: The hook will return a consistent, deterministic fallback value on the server—this fallback will be the value associated with the `regular` breakpoint by default.
2. **Client-side hydration**: The hook will immediately initialize with the same `regular` breakpoint value during first render (to match SSR output), then asynchronously subscribe to `matchMedia` listeners to detect the actual viewport size.
3. **Post-hydration updates**: After hydration, if the actual viewport does not match the `regular` breakpoint, the component will re-render with the correct responsive value. Any resulting visual change will occur *after* hydration and therefore will not cause a layout shift in the traditional sense (i.e., no DOM structure changes or content reflow that disrupts user interaction).

To further mitigate perceived instability:
- We will document that responsive props should only affect non-critical aspects of layout (e.g., spacing, font size within safe ranges) and must not alter element presence, order, or fundamental structure.
- We will provide a TypeScript utility type `Responsive<T>` defined as `T | { narrow?: T; regular?: T; wide?: T }`, ensuring type safety across components.
- We will recommend (and lint for) explicit specification of at least the `regular` key in responsive objects to ensure predictability.

This approach provides a consistent, developer-friendly abstraction for responsive design while eliminating SSR-induced layout shifts through deterministic server/client initial rendering.","## Decision

Authors should use data attributes to bridge between responsive values in
JavaScript and the corresponding styles in CSS. Authors should avoid using
JavaScript-driven mechanisms for controlling responsive values in order to
prevent layout shift during SSR.

For example, consider a `Stack` component that has a `gap` prop. This prop can
receive a plain value or one that is a responsive value. To support this,
authors should use the following patterns:

```tsx
type GapScale = 'none' | 'condensed' | 'normal' | 'spacious'

type StackProps = React.PropsWithChildren<{
  // Responsive props should be a union of the value of the prop plus
  // `ResponsiveValue` over that value
  gap?: GapScale | ResponsiveValue<GapScale>
}>

function Stack({children, gap}: StackProps) {
  // The `getResponsiveAttributes` helper is useful for adding the corresponding
  // `data-*` attributes to the container for the compnoent.
  //
  // In this case, it will add `data-gap` and `data-gap-{breakpoint}` attributes
  // with the corresponding value set
  return <StyledStack {...getResponsiveAttributes('gap', gap)}>{children}</StyledStack>
}

const StyledStack = styled.div`
  &[data-gap='none'],
  &[data-gap-narrow='none'] {
    /* ... */
  }

  &[data-gap='condensed'],
  &[data-gap-narrow='condensed'] {
    /* ... */
  }

  /* ... */

  // @custom-media --viewportRange-regular
  @media (min-width: 768px) {
    &[data-gap-regular='none'] {
      /* ... */
    }

    &[data-gap-regular='condensed'] {
      /* ... */
    }

    /* ... */
  }

  // @custom-media --viewportRange-wide
  @media (min-width: 1400px) {
    &[data-gap-wide='none'] {
      /* ... */
    }

    &[data-gap-wide='condensed'] {
      /* ... */
    }

    /* ... */
  }
`
```

By default, this approach uses the following conventions:

- Props which may have responsive values should have a value that is
  serializable, ideally as a `string` or `boolean`
- Props will be provided on the component as a data attribute, using the format:
  `data-{propName}`
- For responsive values, the breakpoint name will be appended to the data
  attribute name specified above. For example: `data-{propName}-{breakpoint}`

Data attributes will act as a bridge between JavaScript and CSS. In CSS, authors
should use these data attributes to apply styles based on the value of the
attribute per-breakpoint.

> [!NOTE]
> There is a utility named `getResponsiveAttributes` that can be used to generate
> the corresponding `data-*` attributes for the props which may have responsive
> values."
"## Context

There are times when a prop is deprecated in favor of a more accessible API or a more flexible prop that can support a wider range of values. In these cases, we want to provide a clear path for authors to migrate from the deprecated prop to the new API.

For
example:

```tsx
// old API
<ActionList>
  <ActionList.Group title=""Group title"">
    <ActionList.Item>Item 1</ActionList.Item>
    <ActionList.Item>Item 2</ActionList.Item>
  </ActionList.Group>
</ActionList>
```

```tsx
// new API
<ActionList>
  <ActionList.Group>
    <ActionList.GroupHeading as=""h2"">Group title</ActionList.GroupHeading>
    <ActionList.Item>Item 1</ActionList.Item>
    <ActionList.Item>Item 2</ActionList.Item>
  </ActionList.Group>
</ActionList>
```","## Decision
We will support deprecated props by providing clear, actionable deprecation warnings in development mode, while maintaining backward compatibility during a defined migration period.

When a prop is deprecated in favor of a new API:
1. The component will detect use of the deprecated prop and log a console warning in development builds only. The warning will:
   - Clearly state that the prop is deprecated
   - Specify the version in which deprecation occurred
   - Point to the replacement API
   - Include a link to updated documentation or migration guide
2. Both the old and new APIs will coexist for at least one minor version cycle to allow consumers time to migrate
3. The deprecated prop will continue to function with the same behavior during the migration period
4. Documentation and TypeScript types will be updated to mark the prop as deprecated and guide users toward the preferred pattern
5. After sufficient adoption of the new API, the deprecated prop will be removed in a major version release

In cases like the `ActionList.Group` example above, where structural changes are involved:
- We will design migration paths that preserve accessibility improvements
- We will ensure the new API provides equal or greater flexibility
- We may provide codemods to assist with automated migration when feasible

This approach balances forward progress with practical concerns for downstream consumers, enabling us to improve our APIs while minimizing disruption.","## Decision

1. Add the `@deprecated` TS notice, if possible, to the corresponding type
2. Mark the prop as deprecated in the component's documentation
3. Add an eslint rule or extend an existing one to warn against using the deprecated prop
4. Update the `primer/react` eslint plugin at github/github and evaluate the impact of the deprecation
5. If the change is minimal and safe, proceed with the auto fix of the eslint rule and create PRs by codeowners
6. If the change is large, add an eslint disable to each instance of the deprecated prop at github/github and make sure they show up on the accessibility score cards so that we can track the usage of the deprecated prop
7. Enable the eslint rule afterwards in github/github so that the new instances of the deprecated prop are heavily discouraged"
"## Context

- Proxy support is required for some enterprises and organizations to start using their own self-hosted runners
- While there is not a standard convention, many applications support setting proxies via the environment variables `http_proxy`, `https_proxy`, `no_proxy`, such as curl, wget, perl, python, docker, git, and R
  - Some of these applications use `HTTPS_PROXY` versus `https_proxy`, but most understand or primarily support the lowercase variant","## Decision 
We will support proxy configuration through the environment variables `http_proxy`, `https_proxy`, and `no_proxy` in lowercase, aligning with the de facto standard used by widely adopted tools such as curl, wget, git, and Docker. This approach ensures familiarity for users and operators in enterprise environments where proxy settings are commonly managed via these variables.

The application will read and interpret these environment variables at startup to configure outbound HTTP and HTTPS traffic accordingly:
- `http_proxy`: Specifies the proxy server for HTTP traffic.
- `https_proxy`: Specifies the proxy server for HTTPS traffic.
- `no_proxy`: Comma-separated list of hosts that should bypass the proxy.

We will prioritize lowercase variable names over uppercase (e.g., `https_proxy` over `HTTPS_PROXY`) to maintain consistency with the majority of tools and reduce ambiguity, though implementations may optionally support uppercase variants if needed without overriding the lowercase when both are present.

This decision avoids introducing custom configuration mechanisms unless necessary, reduces onboarding friction, and increases compatibility with existing infrastructure automation and tooling. Support for these variables will be documented clearly in configuration documentation.","## Decision

We will update the Runner to use the conventional environment variables for proxies: `http_proxy`, `https_proxy`, and `no_proxy` if they are set.
These are described in detail below:
- `https_proxy` a proxy URL for all https traffic. It may contain basic authentication credentials. For example:
  - http://proxy.com
  - http://127.0.0.1:8080
  - http://user:password@proxy.com
- `http_proxy` a proxy URL for all http traffic. It may contain basic authentication credentials. For example:
  - http://proxy.com
  - http://127.0.0.1:8080
  - http://user:password@proxy.com
- `no_proxy` a comma-separated list of hosts that should not use the proxy. An optional port may be specified. For example:
  - `google.com`
  - `yahoo.com:443`
  - `google.com,bing.com`

We won't use `http_proxy` for https traffic when `https_proxy` is not set, this behavior lines up with any libcurl based tools (curl, git) and wget.
Otherwise, action authors and workflow users need to adjust to differences between the runner proxy convention, and tools used by their actions and scripts.  

Example:  
  Customer sets `http_proxy=http://127.0.0.1:8888` and configures the runner against `https://github.com/owner/repo`, with the `https_proxy` -> `http_proxy` fallback, the runner will connect to the server without any problem. However, if a user runs `git push` to `https://github.com/owner/repo`, `git` won't use the proxy since it requires `https_proxy` to be set for any https traffic.

> `golang`, `node.js`, and other dev tools from the Linux community use `http_proxy` for both http and https traffic based on my research.

A majority of our users are using Linux where these variables are commonly required to be set by various programs. By reading these values, we simplify the process for self-hosted runners to set up a proxy and expose it in a way users are already familiar with.

A password provided for a proxy will be masked in the logs.

We will support the lowercase and uppercase variants, with lowercase taking priority if both are set."
"## Context

Command echoing as a default behavior tends to clutter the user logs, so we want to swap to a system where users have to opt in to see this information.

Command outputs will still be echoed in the case there are any errors processing such commands. This is so the end user can have more context on why the command failed and help with troubleshooting.

Echo output in the user logs can be explicitly controlled by the new commands `::echo::on` and `::echo::off`. By default, echoing is enabled if `ACTIONS_STEP_DEBUG` secret is enabled, otherwise echoing is disabled.","## Decision  
We will disable command echoing by default in user logs to reduce clutter and improve log readability. Command output will only be echoed when:

- The command fails or produces an error, in which case the output is automatically included to aid troubleshooting.
- Explicitly enabled by the user via the `::echo::on` and `::echo::off` control commands, allowing fine-grained control over when output is displayed.

Additionally, echoing will be automatically enabled if the `ACTIONS_STEP_DEBUG` secret is set, providing a convenient mechanism for debugging across all steps without requiring changes to individual commands.

This approach balances clean default output with full transparency when needed, supporting both usability and debuggability while keeping control in the hands of the user.","## Decision
- The only commands that currently echo output are
  - `remove-matcher`
  - `add-matcher`
  - `add-path`
- These will no longer echo the command, if processed successfully
- All commands echo the input when any of these conditions is fulfilled:
  1. When such commands fail with an error
  2. When `::echo::on` is set
  3. When the `ACTIONS_STEP_DEBUG` is set, and echoing hasn't been explicitly disabled with `::echo::off`
- There are a few commands that won't be echoed, even when echo is enabled. These are (as of 2019/11/04):
   - `add-mask`
   - `debug`
   - `warning`
   - `error`
- The three commands above will not echo, either because echoing the command would leak secrets (e.g. `add-mask`), or it would not add any additional troubleshooting information to the logs (e.g. `debug`). It's expected that future commands would follow these ""echo-suppressing"" guidelines as well. Echo-suppressed commands are still free to output other information to the logs, as deemed fit."
"## Context

- Provide a mechanism in the runner to include extra information in `Set up job` step's log.
  Ex: Include OS/Software info from Hosted image.","## Decision  
We will implement a structured logging extension mechanism in the runner's `Set up job` step to include additional host environment metadata in the logs. This mechanism will:

1. **Capture standardized environment information** from hosted runners, including:
   - Operating System (name, version, architecture)
   - Pre-installed software and tooling (with versions where applicable)
   - Image identifier/timestamp
   - Any relevant virtualization or container context

2. **Format log output consistently** using a tagged, human-readable format that is also machine-parsable (e.g., key-value pairs or JSON snippets), ensuring compatibility with existing log processing systems.

3. **Make the feature extensible**, allowing future additions of new metadata types without requiring changes to core logging infrastructure.

4. **Ensure transparency and debuggability**, enabling users to understand exactly which environment their job is running on, improving reproducibility and issue diagnosis.

5. **Keep the implementation lightweight and non-invasive**, avoiding runtime overhead or tight coupling between the runner and environment detection logic.

This approach supports operational visibility while maintaining system simplicity and scalability. The environment data will be logged early in the job lifecycle, before any user scripts execute.","## Decision

The runner will look for a file `.setup_info` under the runner's root directory, The file can be a JSON with a simple schema.
```json
[
  {
    ""group"": ""OS Detail"",
    ""detail"": ""........""
  },
  {
    ""group"": ""Software Detail"",
    ""detail"": ""........""
  }
]
```
The runner will use `::group` and `::endgroup` to fold all detail info into an expandable group.

Both [virtual-environments](https://github.com/actions/virtual-environments) and self-hosted runners can use this mechanism to add extra logging info to the `Set up job` step's log."
"## Context

This ADR proposes adding `steps.<id>.outcome` and `steps.<id>.conclusion` to the steps context.

This allows downstream a step to run based on whether a previous step succeeded or failed.

Reminder, currently the steps contains `steps.<id>.outputs`.","## Decision  
We will add `steps.<id>.outcome` and `steps.<id>.conclusion` to the steps context in Arachne.

- `steps.<id>.outcome` will reflect the final disposition of a step, such as `""success""`, `""failure""`, `""skipped""`, or `""neutral""`. This field is set by the runtime upon completion of the step and is intended to be authoritative.
- `steps.<id>.conclusion` will represent a derived or interpreted result, potentially influenced by conditional logic, status checks, or heuristic evaluation (e.g., treating certain failures as acceptable under policy). This allows higher-level workflows to make nuanced decisions based on intent rather than raw success/failure.

These additions enable conditional execution in downstream steps using expressions like:
```clojure
(when (= (get-in ctx [:steps :previous-step :outcome]) ""success"") ...)
```

This change supports Arachne’s goals of **transparency**, **introspectability**, and **configurability** by making control flow dependencies explicit and inspectable within the data model. It also aligns with the “everything is data” principle—outcomes and conclusions are first-class values in the configuration context, not hidden side effects or exceptions.

Backward compatibility is preserved: existing workflows relying only on `steps.<id>.outputs` remain unaffected.

Documentation and schema definitions will be updated to reflect the new fields, and the schema will enforce valid outcome/conclusion values via enumeration constraints.

Future work may include adding utilities for expressing step dependencies declaratively (e.g., `needs: [""step-a"", ""step-b""]`) which would internally use these fields.","## Decision

For steps that have completed, populate `steps.<id>.outcome` and `steps.<id>.conclusion` with one of the following values:

- `success`
- `failure`
- `cancelled`
- `skipped`

When a continue-on-error step fails, the outcome will be `failure` even though the final conclusion is `success`."
"## Context

Since configuring self-hosted runners is commonly automated via scripts, the labels need to be able to be created during configuration.  The runner currently registers the built-in labels (os, arch) during registration but does not accept labels via command line args to extend the set registered.

See Issue: https://github.com/actions/runner/issues/262

This is another version of [ADR275](https://github.com/actions/runner/pull/275)","## Decision
We will extend the self-hosted runner registration process to allow custom labels to be specified via command-line arguments during registration. This change will enable automation scripts to dynamically assign meaningful, environment-specific labels (e.g., `gpu`, `high-memory`, `testing`) at setup time, improving flexibility and integration with deployment workflows.

The implementation will:
- Accept a new optional `--labels` argument that takes a comma-separated list of label names.
- Validate label format (alphanumeric, hyphens, underscores; no spaces or special characters) during registration.
- Combine user-provided labels with built-in labels (`os`, `arch`) to form the complete initial label set.
- Store the full set of labels in the runner’s configuration file for consistency and reuse.

This approach maintains backward compatibility while supporting automated, configurable labeling. It avoids runtime mutations of labels post-registration, keeping label management predictable and auditable.

A future ADR may explore dynamic label updates after registration, but this is out of scope for now. Reference: [ADR275](https://github.com/actions/runner/pull/275).","## Decision

This ADR proposes that we add a `--labels` option to the `config`, which could be used to add custom additional labels to the configured runner.

For example, to add a single additional label the operator could run:
```bash
./config.sh --labels mylabel
```
> Note: the current runner command line parsing and envvar override algorithm only support a single argument (key).

This would add the label `mylabel` to the runner, and enable users to select the runner in their workflow using this label:
```yaml
runs-on: [self-hosted, mylabel]
```

To add multiple labels the operator could run:
```bash
./config.sh --labels mylabel,anotherlabel
```
> Note: the current runner command line parsing and envvar override algorithm only supports a single argument (key).

This would add the label `mylabel` and `anotherlabel` to the runner, and enable users to select the runner in their workflow using this label:
```yaml
runs-on: [self-hosted, mylabel, anotherlabel]
```

It would not be possible to remove labels from an existing runner using `config.sh`, instead labels would have to be removed using the GitHub UI.

The labels argument will split on commas, trim and discard empty strings.  That effectively means don't use commas in unattended config label names.  Alternatively, we could choose to escape commas but it's a nice to have."
"## Context
SS?? fundamentally relies on a third-party provider service to authenticate requests (e.g. OAuth2
via Google). The provider may experience transient faults for any number of reasons - perhaps the
provider is experiencing a transient outage, or our traffic has been temporarily rate limited. We
wanted to build SS?? to anticipate and handle the presence of faults during communication with
authentication providers, no matter the underlying cause.","## Decision  
We will implement a resilient authentication gateway pattern for handling third-party provider communication in SS??. This approach encapsulates all interactions with external identity providers (e.g., Google via OAuth2) behind a fault-tolerant interface that anticipates and gracefully handles transient failures.

The solution will include the following elements:

1. **Circuit Breaker Pattern**: All outbound authentication requests to third-party providers will be wrapped in a circuit breaker (e.g., using a library such as `clj-http-fuse` or similar). The circuit breaker will track failures and automatically open the circuit upon reaching a defined threshold, preventing cascading failures and giving the provider time to recover.

2. **Retry with Exponential Backoff**: Transient failures (e.g., 5xx errors, timeouts) will trigger retries using an exponential backoff strategy with jitter. The number of retries and backoff parameters will be configurable per provider.

3. **Provider Response Caching (where applicable)**: For non-sensitive, idempotent operations (e.g., fetching public keys for JWT verification), we will employ short-lived, in-memory caching to reduce dependency on upstream availability.

4. **Graceful Degradation**: When the circuit is open or repeated retries fail, the system will fall back to safe behaviors—such as allowing authenticated sessions to continue but disallowing new logins—and return appropriate user-facing messages indicating temporary login issues.

5. **Observability**: All faults, retries, and circuit state changes will be logged and instrumented with metrics (e.g., counters, histograms) to enable monitoring, alerting, and post-incident analysis.

6. **Configuration Overridability**: The thresholds, timeouts, retry counts, and other resilience parameters will be externally configurable, enabling operational tuning without code changes.

This decision supports our goals of reliability and transparency by ensuring that transient provider issues do not cascade into system-wide outages, while maintaining clear visibility into the state of external dependencies. It also preserves modularity by encapsulating provider interaction logic and failure handling within a well-defined boundary, making it easier to support additional providers in the future.","## Decision
We implemented a generic `circuit.Breaker` type, which implements the ""Circuit Breaker"" design
pattern made popular by Michael T. Nygard's book, [""Release It!""](
https://pragprog.com/book/mnee/release-it). All requests to the provider service are issued through
a stateful `circuit.Breaker` instance, which tracks the frequency of request failures. When the
`Breaker` sees that enough requests are failing, it temporarily suspends all outgoing traffic to the
provider (i.e. ""enters `Open` state). After some time, the `Breaker` transitions to a `HalfOpen`
state, in which a limited number of outbound requests are allowed. If failures persist, then the
`Breaker` will once again suspend outbound traffic, re-enter `Open` state, and typically will wait
for a longer interval of time before trying again. If instead the `Breaker` observes that requests
are consistently succeeding, then it will resume all outbound traffic (i.e. enter `Closed` state).

The SS?? [`docs`](/docs/) directory contains a [Circuit Breaker](
/docs/architecture/circuit-breaker.md) document with more details. The implementation can be found
in [`breaker.go`](/internal/auth/circuit/breaker.go)"
"## Context

We make a lot of decisions during the life of a project and
documenting those decisions would help new team members and outside
contributors follow our thinking. It also opens up an opportunity for
constructive criticism around those decisions which will result
in better decision making.

We want to develop a product in the open. Opening up our decision making process for outside contributors is an important part in providing the opportunity to take ownership and impact the project in non-trivial ways.

Recording decisions will also be a useful form of documentation in general as it does not get out of date. All that's documented is that a decision has been made at a certain point in time.","## Decision  
We will use Architecture Decision Records (ADRs) to document significant architectural decisions made during the project lifecycle. Each ADR will capture the rationale, context, and consequences of a decision at the time it was made, ensuring transparency and traceability.

Every ADR will include:
- A unique identifier and title
- The date the decision was proposed
- The status of the decision (e.g., proposed, accepted, rejected, deprecated)
- The context that necessitated the decision
- A description of the decision made
- Considered alternatives and their trade-offs
- Potential impacts and consequences
- References to related ADRs or discussions

ADRs will be stored in version control alongside the codebase, making them easily accessible and auditable. New team members and external contributors can read through past ADRs to understand the evolution of the system and the reasoning behind key choices.

This practice supports onboarding, enables meaningful contributions from outside the core team, and invites feedback and critique, leading to higher-quality, well-considered decisions over time. While implementation details may change, the record of why a decision was made remains valuable and does not become outdated.","## Decision

We will adopt a format similar to [Architecture Decision
Records](http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions) (ADR)
to propose and document notable decisions. In contrast to ADRs we will try to embrace this tool for more than just architectural concerns. Decisions regarding development practices and product direction are just as important.

What decisions are notable and which are not is left to common-sense and informal consensus among the team.

Decisions may be proposed and discussed informally, should however eventually end up ÃÂÃÂ¡ÃÂÃÂª with all relevant discussion summarized ÃÂÃÂ¡ÃÂÃÂª in the `doc/decisions/` directory of this repository.

Decisions are numbered to have a clear identifier."
"## Context

Extensions are defined by an EDN file accessed from decentralized storage. An URI schema allows to identify those files.","## Decision  
We will use a standardized URI scheme to locate and identify Arachne extension definition files stored in decentralized storage.

The URI scheme `arachne-extension://` will be used to uniquely identify and resolve extension definitions. This scheme enables consistent, portable, and unambiguous referencing of extensions regardless of their physical location in the decentralized storage network.

The structure of the URI will be:

```
arachne-extension://<namespace>/<name>/<version>
```

Where:
- `namespace` is a logical grouping (e.g., a project, organization, or domain),
- `name` is the human-readable name of the extension,
- `version` is a semantic version string (e.g., `1.0.0`).

Resolution of the URI will be handled by a pluggable resolver system that maps the logical URI to a concrete retrieval operation in the appropriate decentralized storage backend (e.g., IPFS, Filecoin, or other content-addressed stores). The resolver will retrieve the extension's definition file, which must be an EDN document conforming to the Arachne extension schema.

This approach supports modularity and decentralization by:
- Decoupling logical identity from physical location,
- Enabling transparent verification and caching via content addressing,
- Supporting reproducible builds through version pinning,
- Allowing multiple implementations or sources for the same extension namespace.

Extension definitions retrieved in this way will be treated as immutable data and integrated into the application configuration model as first-class entities, preserving the ""everything is data"" principle.","## Decision

URI follows ethereum URI schema as specified in [EIP 831](https://github.com/ethereum/EIPs/blob/master/EIPS/eip-831.md)


```
uri                     = ""ethereum:"" path
path                    = ""status:extension"" "":"" storage ""@"" id
storage                 = STRING (e.g. IPFS)
id                      = STRING (e.g. IPFS hash)
```

An example of an extension available on IPFS is: `ethereum:status:extension:ipfs@QmTeW79w7QQ6Npa3b1d5tANreCDxF2iDaAPsDvW6KtLmfB`"
"## Context

We want to launch our beta in Q2. This requires us to keep a tight scope and stay on the critical path.

Group chat is not as vital as 1-1 chat for the chat experience. It is also
likely not as useful for an MVP as public chat is, since this gives people a
chance to talk to strangers and it is open by default.

Whether group chats are in scope or not has been a recurring discussing and a
lot of effort has been wasted related to this.

There are currently a lot of outstanding regressions related to group chat: https://github.com/status-im/status-mobile/labels/group-chat Additionally, since group chats are private the encryption and security of those are generally harder than 1-1 and public chat.","## Decision  
Group chat functionality is out of scope for the Q2 beta release.  

We will focus exclusively on delivering a stable, secure, and high-quality 1-1 and public chat experience as the core of the MVP. This decision is based on:  

- **Time constraints**: Delivering group chat would require significant additional effort, diverting resources from critical path items needed for beta.  
- **Complexity and risk**: Group chats introduce greater cryptographic complexity (e.g. multi-party encryption, membership management), increasing the likelihood of security regressions.  
- **MVP value**: Public chat better serves the goal of enabling open interaction with strangers, aligning more closely with early user acquisition and engagement goals.  
- **Recurring scope ambiguity**: Explicitly removing group chat from scope eliminates ongoing debate and prevents wasted effort on non-critical features.  

Any work on group chat will be deferred to a future milestone. Outstanding group chat issues may be deprioritized or closed if they block progress on beta deliverables.  

If and when group chat is revisited, a new Architecture Decision Record will be created to reassess the context, requirements, and implementation approach.","## Decision

Disable group chat for beta and don't work on bugs related to it until after. See https://github.com/status-im/status-mobile/issues/3995

This ensures we can release beta without blockers, and then we can take some
time to fix group chats properly."
"## Context

Currently peers for messaging are hardcoded in the app. This means we can't
easily scale, as some of these nodes might fill up when we have more than N
active users.

Discovery v5 protocol (https://ideas.status.im/ideas/092-disc-v5-research,
https://github.com/fjl/p2p-drafts/blob/master/discv5-eip.md) allow us to
discover new peers from the app and scale server peers in our cluster
independently. This is vital for high availability/reliability and security.","## Decision  
We will implement dynamic peer discovery using the Discovery v5 protocol to replace the current hardcoded peer configuration in the application.

This decision aligns with our architectural goals of modularity, transparency, and configurability by:
- Decoupling the application from fixed infrastructure assumptions
- Enabling transparent visibility into discovered peers and network topology
- Supporting runtime adaptability without requiring code changes or redeployment

The implementation will:
1. Integrate the Discovery v5 protocol as a pluggable networking module, allowing it to be enabled or configured per environment.
2. Define entity types in the Arachne configuration schema for:
   - Discovery service configuration (bootnodes, topic interests, etc)
   - Discovered peer metadata
   - Policies governing peer selection and connection limits
3. Ensure all discovery-related state is managed outside the Clojure runtime vars, maintaining separation between application configuration and ephemeral runtime state.
4. Provide introspection endpoints to observe current peer set, discovery activity, and routing table contents, supporting the goal of transparency.

Hardcoded peers will be deprecated but retained as an optional fallback mode for development and testing environments. Production deployments will require Discovery v5 to be enabled.

A new Architecture Decision Record will be created if future scaling requirements necessitate additional discovery mechanisms or hybrid approaches.","## Decision

- Use and enable Discovery v5 for all networks
- Do this before beta is released

This means we have capacity to achieve 5000+ DAU / 500 concurrent connection. It
seems unlikely we can do so with reliable messaging in the current setup.

Trade-off for this is:
- Uncertainty in introducing a new protocol leading to possible delays
- Possible increase in CPU/Network (we can disable protocol once peers are found though)"
"## Context

Idea [142-Wallet-Compatibility](https://ideas.status.im/ideas/142-wallet-compatibility/README) changes the way we generate keys starting from the 12 mnemonic words.

This change allows users to create a wallet in other apps and import the same address in Status using the 12 mnemonic words.","## Decision  
We will adopt the standardized key derivation path `m/44'/60'/0'/0/0` for Ethereum-based wallet accounts generated from a 12-word BIP39 mnemonic phrase.

This decision aligns with the [Idea 142 - Wallet Compatibility](https://ideas.status.im/ideas/142-wallet-compatibility/README) and ensures interoperability with other Ethereum wallets (e.g., MetaMask, Ledger, Trust Wallet), allowing users to import their existing wallets into Status seamlessly.

### Rationale  
- **User Control & Portability**: Users can generate a wallet in any standards-compliant application and restore it in Status using only the 12-word recovery phrase.
- **Industry Standard**: The derivation path `m/44'/60'/0'/0/0` is widely adopted across the Ethereum ecosystem per BIP44 and EIP84 recommendations.
- **Reduced Confusion**: Eliminates discrepancies where the same seed phrase generates different addresses in different apps.
- **Security**: No additional risk is introduced, as the change is purely in key derivation—security remains dependent on the secrecy of the mnemonic.

### Implementation Notes  
- Existing accounts using legacy derivation paths will remain accessible; this change applies only to new wallet creation flows.
- Migration tools or guidance will be provided if users need to derive accounts under the new path from an existing seed.
- The ADR will be referenced in relevant modules (e.g., account management, onboarding flow) to ensure consistent implementation.

### Status  
Accepted","## Decision

* update the BIP39 seed generation to use the salt `""mnemonic""` instead of `""status-im""` following [BIP39](https://github.com/bitcoin/bips/blob/master/bip-0039.mediawiki#from-mnemonic-to-seed).

* update the master key generation using the constant `""Bitcoin seed""` instead of `""status-im""`, following [BIP32](https://github.com/bitcoin/bips/blob/master/bip-0032.mediawiki#master-key-generation).

* remove the use of the password in the salt during the BIP39 seed generation (password is not removed from the app in general, and it's still required to encrypt the keys on the device)."
