context,decision,predicted_decision
"## Context

> tl;dr
>
> We have workspaces within the project but no official way of connecting them or managing dependencies from the top-level. Similarly, scripts that grow in size or complexity have no dedicated home or ability to manage dependencies outside of the top-level workspace.

The `primer/react` repo is composed of several workspaces that use `npm` to manage dependencies. In order to install these dependencies, a contributor needs to visit each directory and run `npm install`. The project also has a convenience script for this task, invoked through `npm run setup`, that goes through this process for contributors.

These distinct workspaces may sometimes depend on each other. For example, the `docs` workspace depends on the `@primer/react` package which is defined at the top-level of the project. Similarly, examples in the `examples/*` folders may also depend on `@primer/react`. Currently these dependencies are expressed either through relative paths, file dependencies in `package.json`, or symlinks through `npm link`.

There is also a collection of scripts under the `script` directory that exist in the project that involve varying levels of complexity and depth.","## Decision 

We will adopt `turborepo` as the designated tool for managing JavaScript projects and workspaces within the `primer/react` repository.

**Core Benefits:**

*   **Improved Dependency Management:** `turborepo` will standardize how inter-workspace dependencies are declared and resolved, replacing the current ad-hoc methods (relative paths, `file:` dependencies, `npm link`). This will lead to a more robust and predictable dependency graph.
*   **Centralized Script Execution:** `turborepo`'s task runner will allow for a single command to execute scripts across multiple workspaces, simplifying common development tasks like `build`, `test`, or `lint`.
*   **Performance Optimization:** `turborepo`'s caching and parallel execution features will significantly speed up common development workflows, especially for tasks that span multiple workspaces.
*   **Simplified Setup:** The initial setup process for new contributors will be streamlined, reducing the need to manually `npm install` in each workspace.
*   **Scalability:** As the project grows and more workspaces or complex scripts are introduced, `turborepo` will provide a scalable and maintainable solution for managing them.

**Implementation Details:**

1.  **Installation:** `turborepo` will be installed as a dev dependency at the top-level of the `primer/react` repository.
2.  **Configuration:** A `turbo.json` file will be created at the top-level to define tasks, dependencies between tasks, and caching strategies.
3.  **Workspace Definition:** Existing `package.json` `workspaces` configurations will be leveraged by `turborepo`.
4.  **Script Migration:** Existing scripts, especially those in the `script` directory and `package.json` `scripts` sections, will be migrated to `turborepo` tasks where appropriate.
5.  **Documentation:** The project's contributing guidelines will be updated to reflect the use of `turborepo` for project setup and task execution.","## Decision

Setup the project to use [`npm` workspaces](https://docs.npmjs.com/cli/v7/using-npm/workspaces). This will require changing the project to have a top-level `package.json` file which will use `workspaces` to reference child workspaces. The layout for the project would then be:

```
- root
  # Root package.json, defines workspaces
  - package.json

  # Workspaces
  - docs
  - packages
    - react
    - *
  - examples
    - nextjs
    - consumer-test
    - *

  # Top-level scripts
  - script

  # Testing & Development
  - .storybook
  - .playwright

  # Repo config
  - .github
  - .vscode
```

The following items will be installed and ran at the root-level:

- Linting
  - `eslint`
  - `markdownlint`
- Testing
  - Jest
  - Playwright
- Development
  - Storybook
- Type checking
  - TypeScript

Certain configuration items, like for TypeScript or Babel, may need configuration defined at the top-level and extended by child workspaces.

The current `@primer/react` package will move to the `packages/react` package. Workspaces that depend on `@primer/react` should reference the version of that package."
"## Context

Currently all files live under the `src` directory. In the `npm` package for `@primer/react`, we specify the following export pattern:

```json5
{
  exports: {
    // ...
    './lib-esm/*': {
      import: [
        // ...
      ],
      require: [
        // ...
      ],
    },
  },
}
```

This pattern, along with our Rollup setup, opts-in files and folders under the `src` directory into the public API of the package. This means that certain parts of the codebase which aren't intended to be used outside of `@primer/react` are considered part of its public API and can be imported and used by consumers.","## Decision

We will refactor the codebase to have two top-level directories under the package root: `src` and `lib`.

The `src` directory will contain internal, private code that is not intended to be part of the public API. It will not be exported directly from the `npm` package. This includes:

- **Private components/utilities:** Helper components, internal utilities, and other implementation details not meant for direct consumption.
- **Storybook-related files:** Stories, documentation, and other files used exclusively for Storybook.
- **Test files:** All test files.

The `lib` directory will contain all files that are part of the public API of `@primer/react`. These files will be directly exported from the `npm` package. This includes:

- **Public components:** All components intended for direct use by consumers.
- **Public utilities/hooks:** Any helper functions, hooks, or other utilities that are designed to be consumed by users of the library.
- **Type definitions:** All TypeScript type definitions that are part of the public API.

**Changes to the `npm` `exports` pattern:**

The `exports` pattern in `package.json` will be updated to reflect this new structure. Only files within the `lib` directory will be directly exported. For example:

```json5
{
  exports: {
    // ...
    './*': { // Or './lib/*' if more granular control is needed
      import: [
        // ...
      ],
      require: [
        // ...
      ],
    },
  },
}
```

This change will enforce a clearer separation between internal implementation details and the public API, making it easier to manage the public surface of the package and preventing unintended usage of internal code.","## Decision

Adopt a convention in Primer React where internal modules live in the `src/internal` folder. This folder which would include all components, hooks, and other modules which are not intended for usage outside of the project. Files within `src/internal` may be grouped by area, such as `src/internal/components`, `src/internal/hooks`, etc.

In the `""exports""` field of our `npm` package, we can then add the following pattern:

```json5
{
  exports: {
    // ...
    './lib-esm/internal/*': null,
  },
}
```

This pattern would remove any files and folders within `src/internal` from the public API of the `npm` package. This pattern is inspired by [this section](https://nodejs.org/api/packages.html#package-entry-points) from Node.js, specifically this example:

```json
{
  ""name"": ""my-package"",
  ""exports"": {
    ""."": ""./lib/index.js"",
    ""./feature/*.js"": ""./feature/*.js"",
    ""./feature/internal/*"": null
  }
}
```"
"## Context

Reasons for change: Performance, utilise css variables

The main reason for changing our styling architecture is to remove performance issues for applications:

Relevant parts from [primer/discussions#1928](https://github.com/github/primer/discussions/1928#reasons)(Hubbers only link):

1. Initial page loads take longer

   Because styles are injected during runtime, we can not parallelize this work. The page is un-styled till the javascript bundle is
   downloaded and processed. The processing time is longer on slower devices.

   Benchmarks:

   i. Lab benchmarks: rendering a page with 1000 components
   runtime injection of css: 242ms
   static .css files: 96ms (60% faster)

   ii. Application benchmarks: render times for repo directory (>1000 files, [gh/gh#241090](https://github.com/github/github/pull/241090))
   with primer/react Box: 3800ms
   with custom css: 3076ms (20% faster)

2. Slow server side rendering

   Some applications are able to make up for slower initial render times by collecting styles on the server first. In the correct stack, collecting styles requires rendering the app twice before we can ship any html to the user.

   benchmarks: in the issues-app experiment, collecting styles on the server contributed to + 20% of rendering time (450ms on top of 1900ms)

3. Style updates are expensive

   The slowest part of the current stack is updating styles based on props or state. Big changes take linearly longer, worse on slower devices.

   Benchmarks:

   i. Lab benchmarks: updating a page with 1000 components, static runtime css vs. dynamic runtime css (thanks @mattcosta7 for these!)

   re-rendering components with fixed styles on runtime: 242ms
   re-rendering components with dynamic styles on runtime: 441ms (55% slower)

   ii. Application benchmarks: opting out of IconButton for PR diff view (>500 files, [gh/gh#243269](https://github.com/github/github/pull/243269))

   dynamic styles with sx prop: 400ms
   dynamic styles with .css files: 165ms (60% faster)

The other reasons for change are to utilise css variables for theming and improve the guardrails of consuming primer/primitives","## Decision
We are changing our styling architecture from `@primer/react`’s `sx` prop to a new approach that extracts styles to static CSS files for production and uses CSS variables for theming. This will result in better performance, better guarding primitives, and a simpler mental model for developers.

**Detailed changes:**

1.  **Component Styling:**
    *   **From:** `sx` prop, which uses Emotion to generate and inject styles at runtime.
    *   **To:** A new system where component styles are extracted into static `.css` files during the build process. These `.css` files will be served and loaded by the browser directly.
    *   **Impact:** Eliminates runtime style injection overhead, enabling parallelization of style loading and faster initial page loads. Reduces the cost of style updates and improves server-side rendering performance.

2.  **Theming:**
    *   **From:** Theme values and styling logic managed by Emotion within JavaScript.
    *   **To:** CSS variables will be the primary mechanism for theming. Primitives values (colors, spacing, typography) will be exposed as CSS custom properties.
    *   **Impact:** Leverages native browser capabilities for dynamic styling, improves performance, and simplifies theme management.

3.  **Guardrails for Primitives:**
    *   **From:** Less strict enforcement of design token usage, allowing for direct CSS values via `sx`.
    *   **To:** The new architecture will inherently provide stronger guardrails, encouraging the use of predefined CSS variables (which are driven by Primer Primitives) rather than arbitrary values. This will be enforced through tooling or conventions.
    *   **Impact:** Ensures design consistency, reduces the likelihood of custom one-off styles, and reinforces the use of the design system.

4.  **Developer Experience:**
    *   **From:** React component-centric styling with a mix of inline styles and Emotion's CSS-in-JS.
    *   **To:** A more traditional CSS-based approach for production, with a focus on pre-compiled styles. The exact developer interface (e.g., how developers define styles that get extracted) will be part of the implementation details but will aim to be intuitive and efficient.
    *   **Impact:** Simplifies the mental model by separating presentation from logic at runtime, potentially easing debugging and performance optimization efforts.

This decision addresses the identified performance bottlenecks and aligns with the goal of better leveraging native browser capabilities for styling and theming.","## Decisions

1. Manually refactor styles to css files + css modules

   Use css variables from primer/primitives for inexpensive theming support, especially with server side rendering

2. Use css modules with hash

   By importing styles in the component, we can create an explicit dependency between the two. This enables applications using primer to have control over bundling and delivery.

   To begin with, we will ship a single css bundle that can be imported in the application. (example: `import '@primer/react/styles.css'`). When needed, we have the option to delegate bundling of css files to the application (they can be split by page or bundled as a common chunk for all react pages to share)

3. Keep styled-components underneath for supporting sx prop.

   Keep backward compatibility, we might change this in the future

Code example:

```jsx
import clsx from 'clsx'
import classNames from './ActionList.module.css'

const Button = ({className, sx, ...props}}) => {
  return (
    <Box
      as=""button""
      sx={sx}
      // it's important to pass both internal and props.className to the element
      className={clsx(classNames.ActionList, className)}
      {...props}
    >
    </Box>
  )
}
```"
"## Context

> **Note**
> This ADR supercedes [`ADR 009`](./adr-009-interaction-tests.md)

We author tests using a combination of Jest and Playwright. Typically, Jest is
used for unit and integration tests and Playwright is used for Visual Regression
Tests against our Storybook.

In `ADR 009`, we proposed using Storybook's [`play`
functions](https://storybook.js.org/docs/react/writing-stories/play-function) as
the recommended way to author tests that require tests based on user
interactions. In this ADR, we would like to revisit this decision.","## Decision
We will author interaction tests using Playwright against a running instance of Storybook (similar to how Visual Regression Tests are authored). Storybook's `play` functions will be used for simpler, component-level interactions that may be required for Visual Regression Testing. For example, if a component needs to be opened to take a screenshot, the `play` function would be used for that.

### Consequences

*   Interaction tests will now be authored inside of the `tests` directory instead of co-located with stories.
*   Playwright's API will be used instead of Storybook's `play` function API.
*   We gain the ability to use a variety of Playwright's APIs in interaction tests, such as network interception.
*   The Storybook instance needs to be running for interaction tests to be executed. This can be problematic in CI environments.","## Decision

For tests involving interaction, use Playwright to visit a storybook story and
interact with the component directly. This will allow for easy integration with
Visual Regression Testing and our automated accessibility testing (through axe).
In order to perform interactions, use [actions from
Playwright](https://playwright.dev/docs/input)."
"## Context

There are situations where a component prop can support a value or a ""responsive
value"" that results in the value changing depending on the viewport size. For
example:

```tsx
// Value
<Stack gap=""condensed"" />

// Responsive value
<Stack gap={{ narrow: 'condensed', regular: 'normal', wide: 'spacious' />
```

Typically, a responsive value will support all of our named breakpoints: narrow,
regular, and wide. Authors can use a hook called `useResponsiveValue` to support
resolving the value of a prop based on the current viewport size. The
implementation of this hook uses [`matchMedia`](https://developer.mozilla.org/en-US/docs/Web/API/Window/matchMedia)
which, unfortunately, has a downside: the value of a prop may shift when the
component is server-side rendered. If the prop is used for styles or layout, then this will lead to a layout shift
when the component hydrates and the viewport size is different than the fallback
size on the server.

As a result, we would like to offer a paved path for providing responsive props
in a way tha twill not lead to layout shift during server-side rendering.","## Decision
We will offer two paths for supporting responsive props:

1.  **CSS custom properties for styles:** When a prop affects a CSS property (e.g., `gap`), we
    will resolve the value as a CSS custom property that is updated
    responsively. This can be achieved using a utility function that returns
    a style object, for example:

    ```tsx
    const responsiveGap = useResponsiveProperty(
      'gap',
      { narrow: 'condensed', regular: 'normal' },
      'condensed',
    );
    return <Stack style={responsiveGap} />;
    ```

    The `useResponsiveProperty` hook will detect the current breakpoint and,
    when it changes, update a CSS custom property on the element with the new
    value. On the server, we will render the fallback value as the initial value
    for the custom property. For example, the following CSS would be rendered on
    the server when a default value of `condensed` is provided:

    ```css
    .stack {
      --stack-gap: var(--space-condensed);
    }

    @media (min-width: 400px) {
      .stack {
        --stack-gap: var(--space-normal);
      }
    }
    ```

    We will use CSS custom properties to ensure that the server-rendered output
    and client-rendered output match, avoiding layout shifts.

2.  **`useResponsiveValue` for other props:** In cases where a prop isn't
    directly related to CSS styles (e.g., a number of items to display), we will
    continue to use `useResponsiveValue`. We will document the potential for
    layout shifts in these cases and provide guidance on how to mitigate them
    if necessary (e.g., by ensuring a consistent fallback value is used on the
    server or by deferring rendering of the component until hydration).","## Decision

Authors should use data attributes to bridge between responsive values in
JavaScript and the corresponding styles in CSS. Authors should avoid using
JavaScript-driven mechanisms for controlling responsive values in order to
prevent layout shift during SSR.

For example, consider a `Stack` component that has a `gap` prop. This prop can
receive a plain value or one that is a responsive value. To support this,
authors should use the following patterns:

```tsx
type GapScale = 'none' | 'condensed' | 'normal' | 'spacious'

type StackProps = React.PropsWithChildren<{
  // Responsive props should be a union of the value of the prop plus
  // `ResponsiveValue` over that value
  gap?: GapScale | ResponsiveValue<GapScale>
}>

function Stack({children, gap}: StackProps) {
  // The `getResponsiveAttributes` helper is useful for adding the corresponding
  // `data-*` attributes to the container for the compnoent.
  //
  // In this case, it will add `data-gap` and `data-gap-{breakpoint}` attributes
  // with the corresponding value set
  return <StyledStack {...getResponsiveAttributes('gap', gap)}>{children}</StyledStack>
}

const StyledStack = styled.div`
  &[data-gap='none'],
  &[data-gap-narrow='none'] {
    /* ... */
  }

  &[data-gap='condensed'],
  &[data-gap-narrow='condensed'] {
    /* ... */
  }

  /* ... */

  // @custom-media --viewportRange-regular
  @media (min-width: 768px) {
    &[data-gap-regular='none'] {
      /* ... */
    }

    &[data-gap-regular='condensed'] {
      /* ... */
    }

    /* ... */
  }

  // @custom-media --viewportRange-wide
  @media (min-width: 1400px) {
    &[data-gap-wide='none'] {
      /* ... */
    }

    &[data-gap-wide='condensed'] {
      /* ... */
    }

    /* ... */
  }
`
```

By default, this approach uses the following conventions:

- Props which may have responsive values should have a value that is
  serializable, ideally as a `string` or `boolean`
- Props will be provided on the component as a data attribute, using the format:
  `data-{propName}`
- For responsive values, the breakpoint name will be appended to the data
  attribute name specified above. For example: `data-{propName}-{breakpoint}`

Data attributes will act as a bridge between JavaScript and CSS. In CSS, authors
should use these data attributes to apply styles based on the value of the
attribute per-breakpoint.

> [!NOTE]
> There is a utility named `getResponsiveAttributes` that can be used to generate
> the corresponding `data-*` attributes for the props which may have responsive
> values."
"## Context

There are times when a prop is deprecated in favor of a more accessible API or a more flexible prop that can support a wider range of values. In these cases, we want to provide a clear path for authors to migrate from the deprecated prop to the new API.

For
example:

```tsx
// old API
<ActionList>
  <ActionList.Group title=""Group title"">
    <ActionList.Item>Item 1</ActionList.Item>
    <ActionList.Item>Item 2</ActionList.Item>
  </ActionList.Group>
</ActionList>
```

```tsx
// new API
<ActionList>
  <ActionList.Group>
    <ActionList.GroupHeading as=""h2"">Group title</ActionList.GroupHeading>
    <ActionList.Item>Item 1</ActionList.Item>
    <ActionList.Item>Item 2</ActionList.Item>
  </ActionList.Group>
</ActionList>
```","## Decision 
We will introduce a new `ActionList.GroupHeading` component to replace the `ActionList.Group`'s `title` prop.

The new `ActionList.GroupHeading` component offers greater flexibility in terms of styling and semantic meaning. It can be rendered as any heading level (h1-h6) using the `as` prop, and it can also accept additional props for styling (e.g., `sx`).

To ensure a smooth transition, we will:
1. **Mark `ActionList.Group`'s `title` prop as deprecated.** This will trigger a warning in development environments when the `title` prop is used.
2. **Update our documentation and examples** to reflect the new `ActionList.GroupHeading` component.
3. **Provide a clear migration guide** for authors to transition from the old API to the new API.

The `title` prop on `ActionList.Group` will be removed in a future major release.","## Decision

1. Add the `@deprecated` TS notice, if possible, to the corresponding type
2. Mark the prop as deprecated in the component's documentation
3. Add an eslint rule or extend an existing one to warn against using the deprecated prop
4. Update the `primer/react` eslint plugin at github/github and evaluate the impact of the deprecation
5. If the change is minimal and safe, proceed with the auto fix of the eslint rule and create PRs by codeowners
6. If the change is large, add an eslint disable to each instance of the deprecated prop at github/github and make sure they show up on the accessibility score cards so that we can track the usage of the deprecated prop
7. Enable the eslint rule afterwards in github/github so that the new instances of the deprecated prop are heavily discouraged"
"## Context

- Proxy support is required for some enterprises and organizations to start using their own self-hosted runners
- While there is not a standard convention, many applications support setting proxies via the environment variables `http_proxy`, `https_proxy`, `no_proxy`, such as curl, wget, perl, python, docker, git, and R
  - Some of these applications use `HTTPS_PROXY` versus `https_proxy`, but most understand or primarily support the lowercase variant","## Decision
We will add support for proxies to the runner through the use of environment variables. The `http_proxy`, `https_proxy`, `no_proxy` environment variables (case-insensitive) will be loaded at runner startup if they are present. The runner will then pass these variables to all child processes that it spawns.","## Decision

We will update the Runner to use the conventional environment variables for proxies: `http_proxy`, `https_proxy`, and `no_proxy` if they are set.
These are described in detail below:
- `https_proxy` a proxy URL for all https traffic. It may contain basic authentication credentials. For example:
  - http://proxy.com
  - http://127.0.0.1:8080
  - http://user:password@proxy.com
- `http_proxy` a proxy URL for all http traffic. It may contain basic authentication credentials. For example:
  - http://proxy.com
  - http://127.0.0.1:8080
  - http://user:password@proxy.com
- `no_proxy` a comma-separated list of hosts that should not use the proxy. An optional port may be specified. For example:
  - `google.com`
  - `yahoo.com:443`
  - `google.com,bing.com`

We won't use `http_proxy` for https traffic when `https_proxy` is not set, this behavior lines up with any libcurl based tools (curl, git) and wget.
Otherwise, action authors and workflow users need to adjust to differences between the runner proxy convention, and tools used by their actions and scripts.  

Example:  
  Customer sets `http_proxy=http://127.0.0.1:8888` and configures the runner against `https://github.com/owner/repo`, with the `https_proxy` -> `http_proxy` fallback, the runner will connect to the server without any problem. However, if a user runs `git push` to `https://github.com/owner/repo`, `git` won't use the proxy since it requires `https_proxy` to be set for any https traffic.

> `golang`, `node.js`, and other dev tools from the Linux community use `http_proxy` for both http and https traffic based on my research.

A majority of our users are using Linux where these variables are commonly required to be set by various programs. By reading these values, we simplify the process for self-hosted runners to set up a proxy and expose it in a way users are already familiar with.

A password provided for a proxy will be masked in the logs.

We will support the lowercase and uppercase variants, with lowercase taking priority if both are set."
"## Context

Command echoing as a default behavior tends to clutter the user logs, so we want to swap to a system where users have to opt in to see this information.

Command outputs will still be echoed in the case there are any errors processing such commands. This is so the end user can have more context on why the command failed and help with troubleshooting.

Echo output in the user logs can be explicitly controlled by the new commands `::echo::on` and `::echo::off`. By default, echoing is enabled if `ACTIONS_STEP_DEBUG` secret is enabled, otherwise echoing is disabled.","## Decision 
Command echoing will be disabled by default.

When echoing is disabled, workflow commands and their parameters will not be printed to stdout. Commands and parameters will continue to be evaluated and sent to the runner. In addition, the masking of secrets will also still occur. If an error is encountered when processing a command, the failing command will still be echoed with the error message.

Users can enable echoing for individual steps or specific sections of their workflow by using the `::echo::on` command. Similarly, echoing can be explicitly disabled with the `::echo::off` command.

If `ACTIONS_STEP_DEBUG` is set to `true`, then echoing will be enabled by default. `ACTIONS_STEP_DEBUG` can be overwritten by explicitly turning `::echo::on` or `::echo::off`.","## Decision
- The only commands that currently echo output are
  - `remove-matcher`
  - `add-matcher`
  - `add-path`
- These will no longer echo the command, if processed successfully
- All commands echo the input when any of these conditions is fulfilled:
  1. When such commands fail with an error
  2. When `::echo::on` is set
  3. When the `ACTIONS_STEP_DEBUG` is set, and echoing hasn't been explicitly disabled with `::echo::off`
- There are a few commands that won't be echoed, even when echo is enabled. These are (as of 2019/11/04):
   - `add-mask`
   - `debug`
   - `warning`
   - `error`
- The three commands above will not echo, either because echoing the command would leak secrets (e.g. `add-mask`), or it would not add any additional troubleshooting information to the logs (e.g. `debug`). It's expected that future commands would follow these ""echo-suppressing"" guidelines as well. Echo-suppressed commands are still free to output other information to the logs, as deemed fit."
"## Context

- Provide a mechanism in the runner to include extra information in `Set up job` step's log.
  Ex: Include OS/Software info from Hosted image.","## Decision
We'll include an `Extra Info` property in `V2RunnerLivelinessMessage` message to send unstructured/string data. The runner would populate this during `Set up job` step and this would be logged to `Set up job` step logs.

This change is limited to `V2RunnerLivelinessMessage` and `Set up job` logs. This will not change the `Liveliness` message to add extra info.

Example:
```json
{
  ""messageType"": ""V2RunnerLivelinessMessage"",
  ""data"": {
    ""runId"": ""..."",
    ""jobId"": ""..."",
    ""runnerId"": ""..."",
    ""runnerState"": ""SetUpJob"",
    ""jobRequestId"": ""..."",
    ""extraInfo"": ""OS: Ubuntu 22.04.1 LTS\nRunner Image: 20230206.1\nContainer Image: actions/runner-images/ubuntu22:20230206.1\n""
  }
}
```","## Decision

The runner will look for a file `.setup_info` under the runner's root directory, The file can be a JSON with a simple schema.
```json
[
  {
    ""group"": ""OS Detail"",
    ""detail"": ""........""
  },
  {
    ""group"": ""Software Detail"",
    ""detail"": ""........""
  }
]
```
The runner will use `::group` and `::endgroup` to fold all detail info into an expandable group.

Both [virtual-environments](https://github.com/actions/virtual-environments) and self-hosted runners can use this mechanism to add extra logging info to the `Set up job` step's log."
"## Context

This ADR proposes adding `steps.<id>.outcome` and `steps.<id>.conclusion` to the steps context.

This allows downstream a step to run based on whether a previous step succeeded or failed.

Reminder, currently the steps contains `steps.<id>.outputs`.","## Decision 
We will add `steps.<id>.outcome` and `steps.<id>.conclusion` to the `steps` context.

**`steps.<id>.outcome`** will be set to the result of a completed step after it has completed. It will be one of `success`, `failure`, `cancelled`, or `skipped`.

**`steps.<id>.conclusion`** will be set to the final conclusion of a completed step after it has completed. It will be one of `success`, `failure`, `cancelled`, or `skipped`.

The `outcome` can be set to `failure` but the `conclusion` can still be `success` if `continue-on-error` is set to `true`.

The `conclusion` can be set to `skipped` if an `if` condition on the step itself evaluates to `false`.

For example, a step that runs a script:

```yaml
- name: Run a script
  id: my-script
  run: echo ""Hello world!""
```

The output of `steps.my-script.outcome` will be `success` if the script exits with a zero exit code, and `failure` if the script exits with a non-zero exit code.
The output of `steps.my-script.conclusion` will be `success` if `continue-on-error` is set to `true` and the script exits with a non-zero exit code.

This allows a subsequent step to determine whether a previous step succeeded or failed, regardless of whether `continue-on-error` was set.","## Decision

For steps that have completed, populate `steps.<id>.outcome` and `steps.<id>.conclusion` with one of the following values:

- `success`
- `failure`
- `cancelled`
- `skipped`

When a continue-on-error step fails, the outcome will be `failure` even though the final conclusion is `success`."
"## Context

Since configuring self-hosted runners is commonly automated via scripts, the labels need to be able to be created during configuration.  The runner currently registers the built-in labels (os, arch) during registration but does not accept labels via command line args to extend the set registered.

See Issue: https://github.com/actions/runner/issues/262

This is another version of [ADR275](https://github.com/actions/runner/pull/275)","## Decision 
We will add a `--labels` argument to the `config` command which will accept a comma-delimited list of labels to register for the runner.

Example: `config.sh --url https://github.com/actions --token xxxxx --labels ""label1,label2,label with space""`

Note: The labels will need to be properly escaped when passed into the command.","## Decision

This ADR proposes that we add a `--labels` option to the `config`, which could be used to add custom additional labels to the configured runner.

For example, to add a single additional label the operator could run:
```bash
./config.sh --labels mylabel
```
> Note: the current runner command line parsing and envvar override algorithm only support a single argument (key).

This would add the label `mylabel` to the runner, and enable users to select the runner in their workflow using this label:
```yaml
runs-on: [self-hosted, mylabel]
```

To add multiple labels the operator could run:
```bash
./config.sh --labels mylabel,anotherlabel
```
> Note: the current runner command line parsing and envvar override algorithm only supports a single argument (key).

This would add the label `mylabel` and `anotherlabel` to the runner, and enable users to select the runner in their workflow using this label:
```yaml
runs-on: [self-hosted, mylabel, anotherlabel]
```

It would not be possible to remove labels from an existing runner using `config.sh`, instead labels would have to be removed using the GitHub UI.

The labels argument will split on commas, trim and discard empty strings.  That effectively means don't use commas in unattended config label names.  Alternatively, we could choose to escape commas but it's a nice to have."
"## Context
SS?? fundamentally relies on a third-party provider service to authenticate requests (e.g. OAuth2
via Google). The provider may experience transient faults for any number of reasons - perhaps the
provider is experiencing a transient outage, or our traffic has been temporarily rate limited. We
wanted to build SS?? to anticipate and handle the presence of faults during communication with
authentication providers, no matter the underlying cause.","## Decision
The decision made was to implement and configure a circuit breaker pattern within the authentication
flow. A circuit breaker is a design pattern used in software development to detect failures and
encapsulate the logic of preventing a fault from constantly recurring. The main idea of a circuit
breaker is that when a system experiences a high rate of failures, it ""breaks"" the circuit and
stops sending requests to the failing system, thereby preventing it from being overwhelmed.

Specifically, we decided on the following:

- **Library Choice**: We chose to integrate a battle-tested circuit breaker library into our authentication service. (The specific library name isn't mentioned in the context, but would typically be included in a real ADR).
- **Configuration**:
    - **Failure Threshold**: The circuit breaker will be configured to ""trip"" (open) if a certain percentage of authentication requests to the third-party provider fail within a defined time window.
    - **Timeout**: Each individual request to the authentication provider will have a timeout. If a request exceeds this timeout, it will be considered a failure.
    - **Open State Duration**: Once the circuit breaker is open, it will remain in this state for a configurable duration. During this time, all authentication requests will immediately fail without attempting to contact the provider.
    - **Half-Open State**: After the open state duration, the circuit breaker will transition to a ""half-open"" state. In this state, a limited number of ""test"" requests will be allowed through to the authentication provider.
    - **Reset/Reopen**: If these test requests succeed, the circuit breaker will close, and normal operation will resume. If they fail, the circuit breaker will return to the open state for another duration.
- **Fallback Mechanism**: When the circuit breaker is open or half-open and requests are failing, a fallback mechanism will be implemented. This will typically involve:
    - Returning an appropriate error message to the client indicating a temporary authentication issue.
    - Potentially redirecting to a cached authentication state if available and valid (though the context doesn't explicitly state this, it's a common pattern with circuit breakers).
    - Logging the circuit breaker state changes and failed attempts for monitoring and debugging.

This implementation allows SS?? to gracefully degrade in the event of upstream authentication provider issues, protecting both the provider from further load during a fault and the SS?? service from becoming unresponsive due to repeated failed calls.","## Decision
We implemented a generic `circuit.Breaker` type, which implements the ""Circuit Breaker"" design
pattern made popular by Michael T. Nygard's book, [""Release It!""](
https://pragprog.com/book/mnee/release-it). All requests to the provider service are issued through
a stateful `circuit.Breaker` instance, which tracks the frequency of request failures. When the
`Breaker` sees that enough requests are failing, it temporarily suspends all outgoing traffic to the
provider (i.e. ""enters `Open` state). After some time, the `Breaker` transitions to a `HalfOpen`
state, in which a limited number of outbound requests are allowed. If failures persist, then the
`Breaker` will once again suspend outbound traffic, re-enter `Open` state, and typically will wait
for a longer interval of time before trying again. If instead the `Breaker` observes that requests
are consistently succeeding, then it will resume all outbound traffic (i.e. enter `Closed` state).

The SS?? [`docs`](/docs/) directory contains a [Circuit Breaker](
/docs/architecture/circuit-breaker.md) document with more details. The implementation can be found
in [`breaker.go`](/internal/auth/circuit/breaker.go)"
"## Context

We make a lot of decisions during the life of a project and
documenting those decisions would help new team members and outside
contributors follow our thinking. It also opens up an opportunity for
constructive criticism around those decisions which will result
in better decision making.

We want to develop a product in the open. Opening up our decision making process for outside contributors is an important part in providing the opportunity to take ownership and impact the project in non-trivial ways.

Recording decisions will also be a useful form of documentation in general as it does not get out of date. All that's documented is that a decision has been made at a certain point in time.","## Decision

We will use Architecture Decision Records (ADR) to record all
architecture decisions.

An ADR is a short text file that describes a decision. The structure of an ADR is as follows:

* Title
* Status (Proposed, Accepted, Rejected, Deprecated, Superseded)
* Context (The forces and concerns that prompted the decision)
* Decision (The decision itself)
* Consequences (The good, the bad, and the ugly)

ADRs are stored in the doc/architecture/decisions folder, are numbered sequentially and named using dashes instead of spaces. E.g., `0001-use-architecture-decision-records.md`.

We commit to writing an ADR for every architectural decision, even for small ones. If an ADR isn't written for a decision, it means a decision hasn't been made. This will force us to think consciously about decisions.

Once an ADR is written and the decision is accepted, it may not be changed. However, it may be superseded by a new ADR. The original ADR is then marked as superseded and the new ADR will reference the previous ADR.","## Decision

We will adopt a format similar to [Architecture Decision
Records](http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions) (ADR)
to propose and document notable decisions. In contrast to ADRs we will try to embrace this tool for more than just architectural concerns. Decisions regarding development practices and product direction are just as important.

What decisions are notable and which are not is left to common-sense and informal consensus among the team.

Decisions may be proposed and discussed informally, should however eventually end up ÃÂÃÂ¡ÃÂÃÂª with all relevant discussion summarized ÃÂÃÂ¡ÃÂÃÂª in the `doc/decisions/` directory of this repository.

Decisions are numbered to have a clear identifier."
