context,decision,predicted_decision
"## Context and Problem Statement

In our current system, every base form type is placed at the lowest possible level, either within a specific bundle or the core. 
Form extensions serve as the primary means of extending form types since all form types are final. 
However, this approach leads to a significant issue: form extensions work globally, which prevents us from reusing any form type easily in different contexts. 
For example, if a field is added through an extension in the AdminBundle (admin context), the same field will also appear in the shop's context.
This problem is compounded by the introduction of Symfony UX, which necessitates overriding some fields to enable its functionality. 
As a result, distinguishing which context added a specific change and when each change should be applied becomes exceedingly difficult.","## Decision 
## Decision

We will deprecate the use of form extensions for context-specific modifications and adopt a composition-based approach using explicit form type inheritance and contextual form type classes. 

Instead of relying on global form extensions, we will create dedicated form types for each context (e.g., `AdminProductFormType`, `ShopProductFormType`) that explicitly build upon base form types by composing desired fields and behaviors. These contextual form types will be responsible for integrating only the modifications relevant to their specific use case.

Additionally, we will introduce a naming convention and directory structure that reflects the context (e.g., `Form/Admin/`, `Form/Shop/`) to improve discoverability and maintainability. Symfony UX integrations will be implemented within these contextual form types, ensuring that enhancements like live updates or Turbo integration are scoped appropriately.

This change ensures that form alterations are predictable, isolated to their intended context, and easier to debug, while preserving the immutability of base form types.","## Decision Drivers

* Need for context-specific form type customization.
* Avoiding global side effects caused by form extensions.
* Clear separation between admin and shop form types.
* Simplification of managing and overriding form fields with Symfony UX."
"## Context and Problem Stratement

Until version 2.0, we supported API Platform version 2, which utilized
`DataProviders` to deliver data to the API. These `DataProviders` were all
located within the `Sylius\Bundle\ApiBundle\DataProvider` directory.
This structure lacked differentiation between the admin and shop sections
and did not provide clear organization for individual resources. 
As a result, it became challenging to manage and maintain the codebase
as the number of providers grew.

With Sylius 2.0, the API Platform has been upgraded to version 3.
One of the significant changes in API Platform 3 is the shift from 
`DataProviders` to `StateProviders`. This change necessitates a 
reconsideration of how we organize and structure our data-providing
classes to ensure clarity, maintainability, and scalability.","## Decision 
## Decision

To address the organizational and maintainability challenges introduced by the transition to API Platform 3, we will restructure our data-providing classes using a new directory and naming convention that emphasizes separation of concerns and resource-specific organization.

We will adopt the following structure:

- All `StateProvider` classes will be placed under `Sylius\Bundle\ApiBundle\StateProvider`, organized into subdirectories by interface type: `Provide`, `Process`, and `Respond`.
- Within each interface-type subdirectory, further organization will occur by section (`admin` or `shop`) and then by resource (e.g., `Product`, `Order`).
- The naming convention will follow the pattern: `{Section}{Resource}{Operation}StateProvider`, where Operation is one of `Provide`, `Process`, or `Respond`, depending on the implemented interface.

For example:
- `Sylius\Bundle\ApiBundle\StateProvider\Provide\Admin\ProductProvideStateProvider`
- `Sylius\Bundle\ApiBundle\StateProvider\Process\Shop\OrderProcessStateProvider`

This structure ensures:
- Clear separation between admin and shop contexts,
- Logical grouping by resource and operation,
- Scalability for future additions without clutter,
- Alignment with API Platform 3’s state machine-based approach.

Additionally, corresponding unit tests will mirror this directory structure under `tests/StateProvider`.

This decision improves code discoverability, simplifies onboarding for new developers, and supports long-term maintenance as the API evolves.","## Decision Drivers

* Moving from DataProviders to StateProviders
* Clear separation between admin and shop providers
* Clear separation between resources"
"## Context and Problem Statement

Until version 2.0, Sylius used API Platform version 2.x, 
which utilized `DataPersisters` to handle data persistence 
operations like saving, updating, and deleting resources. 
These `DataPersisters` were all located within a single 
directory, lacking clear organization.

With the upgrade to Sylius 2.0, the API Platform has been 
updated to version 3. One significant change in API Platform 3
is the shift from `DataPersisters` to `StateProcessors`. 
This necessitates a reconsideration of how we organize 
and structure our data-processing classes to ensure clarity, 
maintainability, and scalability.","## Decision  
## Decision

We will adopt a **resource-centric directory structure** for organizing `StateProcessors` in Sylius 2.0, aligning with the domain-driven design principles and improving discoverability and maintainability.

Each `StateProcessor` will be placed within a dedicated subdirectory under `src/Api/StateProcessor/{ResourceName}/`, where `{ResourceName}` corresponds to the Sylius resource it operates on (e.g., `Product`, `Order`, `Customer`). Within each resource directory, we will further categorize processors by operation type:

- `Write/` – for processors handling create and update operations (e.g., `ProductCreateProcessor.php`, `ProductUpdateProcessor.php`)
- `Delete/` – for processors handling deletion logic (e.g., `ProductDeleteProcessor.php`)
- `Refresh/` – if needed, for processors that recompute or sync state

Example structure:
```
src/Api/StateProcessor/Product/
├── Write/
│   ├── ProductCreateProcessor.php
│   └── ProductUpdateProcessor.php
├── Delete/
│   └── ProductDeleteProcessor.php
```

Additionally, shared utilities or cross-resource processors will be placed under `src/Api/StateProcessor/_Shared/`.

This structure provides clear ownership, simplifies testing, and scales well as the API surface grows. It also mirrors Symfony’s best practices for organizing service classes by domain and intent.","## Decision Drivers

* Migrate from DataPersisters to StateProcessors
* Clear separation between admin and shop processors
* Clear separation between resources
* Separation of Persist and Remove processors
* Ease of customization in end applications"
"## Context and Problem Statement

The current directory structure of Query Extensions in the codebase is disorganized and unclear.

```
/Doctrine
    /QueryCollectionExtension
        ExampleExtension.php
    /QueryExtension
    /QueryItemExtension
```

There is no differentiation between sections such as Admin, Shop, and resources, resulting in unrelated extensions being grouped together based solely on their type.","## Decision 
## Decision

We will restructure the Query Extensions directory to improve clarity, maintainability, and domain separation. The new structure will group extensions by business domain or feature area rather than by technical type.

The new directory structure will be:

```
/Doctrine
    /QueryCollectionExtension
        /Admin
        /Storefront
        /Domain
            Customer/
            Product/
            Order/
        /Infrastructure
```

Each subdirectory will contain only the query extensions relevant to that context:
- `/Admin` – for administration-specific queries
- `/Storefront` – for storefront/shop API related queries
- `/Domain/*` – grouped by core business domains (e.g. Customer, Product)
- `/Infrastructure` – for technical or cross-cutting query extensions

This change improves discoverability, reduces cognitive load, and supports better ownership and testing practices. New query extensions must follow this structure.","## Decision Drivers

* Improve code organization and clarity
* Clear separation of extensions by section
* Clear separation of extensions by resource"
"## Context and Problem Statement

Due to historical reasons, and being BC compliant, we had duplications with our message buses. 
We had `sylius.command_bus` and `sylius_default.bus` for commands, `sylius.event_bus` and `sylius_default.bus` for events.","## Decision 
## Decision

We decided to remove the duplication of message buses by consolidating them into a single, unified bus system. Specifically:

- Deprecate and eventually remove `sylius.command_bus` and `sylius.event_bus`.
- Use `sylius_default.bus` as the sole message bus for both commands and events.
- Clearly separate message types (commands, events) through message interfaces and routing configurations rather than through separate bus instances.
- Update documentation and upgrade guides to reflect the change and assist developers in migrating custom handlers and listeners.

This simplifies the architecture, reduces configuration overhead, and aligns with modern messaging practices where logical separation is preferred over physical duplication.","## Decision Drivers

* Unification of the message buses
* Simplification of configuration and usage
* Lesser cognitive load for developers"
"## Context and Problem Statement

Services in Sylius are named in different ways, depending on the time of their creation, and other services' names.
Also, some services named with using the `dot` notation are harder to be used with `autowire` feature.","## Decision 
## Decision

Standardize service naming using **PascalCase** for class names and **snake_case** for service IDs, avoiding dots in autowired services.

Specifically:

- Service classes should follow `PascalCase` (e.g. `OrderProcessingService`).
- Service IDs in the container should use `snake_case` without dots for autowired services (e.g. `order_processing_service`).
- Dot notation (e.g. `sylius.service_name`) is allowed only for non-autowired, framework-level or third-party services.
- New services must adhere to this convention; legacy services will be gradually renamed during refactoring.

This improves consistency, enhances IDE support, and ensures compatibility with Symfony’s `autowire` and `autoconfigure` features.","## Decision Drivers

* Make naming services predictable
* Provide a consistent way of naming services
* Support the `autowire` feature"
"## Context and Problem Statement

In previous versions, Sylius had API filters grouped by field type rather than by resource and section. This led to filters being applied inconsistently, making it hard to customize them per resource. The filters were also located in the `Filter/Doctrine/` directory, which didn't align with how we organize other Doctrine-related features, creating confusion.
To improve maintainability, clarity, and ease of customization, a refactor is required to group filters per resource and section (admin and shop) and move the custom ones into the `Doctrine/ORM/Filter/` directory, as other Doctrine-related features are organized.","## Decision  
## Decision

We will refactor the API filter system to group filters by resource and section (admin/shop) instead of by field type. Custom filters will be moved from `Filter/Doctrine/` to `Doctrine/ORM/Filter/` to align with the standard organization of Doctrine-related features in the codebase.

This change improves:

- **Maintainability**: Filters are now co-located with their respective resources and contexts.
- **Clarity**: Developers can easily locate and understand which filters apply to a given resource and section.
- **Customizability**: Overriding or extending filters per resource becomes straightforward.

The old directory structure and generic filter grouping will be deprecated in version 1.14 and removed in 2.0. A migration guide will be provided for plugins and custom implementations relying on the previous structure.","## Decision Drivers

- Need for a clearer structure to reflect resource-based filtering.
- Separation between admin and shop filters.
- Alignment with Doctrine's structure for better maintainability and understanding."
"## Context and Problem Statement

The use of flags alongside language selection in the application UI has caused usability and consistency issues. Flags do not always accurately represent languages, especially in cases where:

1. A language is used in multiple countries, leading to ambiguity.
2. The regional variation of a language (e.g., ""English (Germany)"") is represented by the regionÃÂ¡ÃÂ¯s flag, which may mislead users.

This raises the question: How can we ensure a clear and consistent language selection experience while avoiding potential confusion or technical complexity?","## Decision 
## Decision Outcome

Replace flags with language names in native script (e.g., ""Deutsch"", ""Español"", ""Français"") or, where necessary, use standardized language codes (e.g., ""en-US"", ""pt-BR"") to distinguish regional variants.

**Rationale:**
- Flags represent countries, not languages, and their use can be misleading or exclusionary.
- Using native language names improves clarity and inclusivity, especially for multilingual regions.
- This approach avoids technical complexity in flag management and reduces maintenance overhead.
- Consistency with internationalization best practices and modern UX guidelines.

**Implementation Notes:**
- Sort language options alphabetically by native name.
- For regional variants, include the region in parentheses using standard locale notation (e.g., ""English (Germany)"") without a flag.
- Ensure screen readers announce the full language name correctly.","## Decision Drivers

* **User Experience**: Avoid user confusion and ensure clarity in language selection.
* **Aesthetic Appeal**: Maintain a visually pleasing interface where possible.
* **Technical Simplicity**: Minimize implementation and maintenance overhead.
* **Consistency**: Provide a uniform and predictable experience across all languages."
"## Context and Problem Statement

In v4 we started using Apollo due to its appealing promises that it has better docs, is easier to begin, and does not enforce strict patterns like Relay does. Apollo was first used in a naive way where each component that requires data would execute it's own query resulting in a large number of queries and round trips which performed badly.

We then transitioned to use Fat Queries that utilize fragments to compose a big query whose data response would then be distributed manually to the components that needed the data (Colocation).

Huge effort and complexity needed to be introduced to support this, as Apollo provided limited to no support for this use case. The lack of documentation of our home grown graphql framework is hindering quality contributions from the community.

It also revealed large performance issues inside Apollo that required an elaborate fork to fix.

Apollo is moving in a different direction, preventing us from upgrading apollo itself.

It is very easy to deteriorate performance, introduce bugs and break maintainability due to lack of proper Colocation support and prevention of misuse from the framework.

We reached out to the Apollo team but haven't received the required attention to fix the issues upstream.

For v5 we needed a better solution.","## Decision 
## Decision

For v5, we will transition from Apollo to Urql as our GraphQL client.

Urql provides a more flexible and lightweight approach to GraphQL queries, with first-class support for query composition via fragments and better performance characteristics out of the box. It embraces modern React patterns such as hooks and has strong TypeScript support, which aligns well with our tech stack and goals for maintainability.

Urql’s modular design allows us to build abstractions that enforce colocation and prevent common performance pitfalls, while its active maintenance and clear extensibility points make it feasible to contribute fixes upstream or publish shared plugins for community use.

Additionally, Urql does not impose heavy assumptions on how data is fetched or cached, giving us greater control over optimization strategies. This enables us to implement efficient data fetching patterns without requiring complex workarounds or maintaining a fork.

We will incrementally migrate existing components to use Urql during the v5 development cycle, starting with new features, and provide documentation and tooling to ensure consistent usage across the codebase and improve onboarding for external contributors.","## Decision Drivers

A framework that:

- has first class support for Colocation
- is performant
- encourages best practices
- prevent bugs
- proven to work in a large and complex application
- easy to maintain
- good documentation"
"## Context

Decisions that affect the development of Terraform Controller that are not
captured via a proposal need to be captured in some way. We need a method that
is lightweight and easy to discover the decision that have been made. The record
of decisions will help future contributors to the project to understand why
something has been implemented or is done a certain way.","## Decision 
## Decision

We will use Architecture Decision Records (ADRs) to document significant architectural and design decisions for the Terraform Controller project. 

The [Michael Nygard ADR template](http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions) will be adopted, consisting of:
- Status
- Context
- Decision
- Consequences

ADRs will be stored in a dedicated `docs/adrs/` directory using Markdown format with YAML front matter to track metadata such as status, date, and authors. This approach is lightweight, version-controllable via Git, and easily discoverable through the repository structure.

This practice ensures transparency, improves onboarding for new contributors, and provides historical context for future maintenance and evolution of the system.","## Decision

The project will use [Architectural Decision Records
(ADR)](https://adr.github.io/) to record decisions that are made outside of a
proposal.

A [template](./0000-template.md) has been created based on prior work:

* https://cognitect.com/blog/2011/11/15/documenting-architecture-decisions
* https://adr.github.io/madr/"
"## Context

To detect pull request changes, we can use webhooks or polling using GitHub's
API.","## Decision 
## Decision

We will use webhooks to detect pull request changes.

Webhooks provide real-time notifications from GitHub whenever a relevant event occurs (e.g., push, pull request creation, or update), enabling immediate and efficient reaction to changes. This approach reduces latency and unnecessary API calls compared to polling, which would require periodic checks and could introduce delays or increase rate-limiting risks.

Additionally, webhooks integrate well with CI/CD systems and event-driven architectures, aligning with modern best practices for automation and scalability.","## Decision

We decided to start with polling for security reasons. Using webhooks would require users to
open an ingress to the cluster. Because of this requirement, we think security conscious folks may refuse to roll this out on production clusters especially in an
air-gapped environment. This does not mean that we will never consider using webhooks for this, but that initially, polling is what we have chosen to implement.

The Branch-Based Planner has two components:

1. Polling Server: Detect Pull Request changes and manage Teraform resource
   state.
2. Informer: Make a comment when new plan output is available."
"## Context

Like [Flux](https://fluxcd.io/), the tf-controller API has a handful
of places where it accepts cross-namespace references.

 - `Terraform.spec.sourceRef` -- refers to the Flux source object with
   the Terraform program
 - `Terraform.spec.dependsOn[]` -- refers to other objects that must
   be ready before this object can be run
 - `.data.resources[]` -- in the config struct used by the branch
   planner

In general in Kubernetes, references to objects in other namespaces
are frowned upon, because

 - they break namespace isolation assurances; and,
 - they encourage the proliferation of permissions.

Both of these effects make a system less secure.

However: removing cross-namespace refs entirely would break some
installations in a way that would be difficult to fix, because Flux
deployments often rely on defining sources away from objects that use
them.","## Decision  
We retain cross-namespace references in the tf-controller API, but with strict validation and scoped permissions to mitigate security risks.

Specifically:

- Cross-namespace references (e.g., `Terraform.spec.sourceRef`, `spec.dependsOn[]`) are allowed **only when explicitly permitted by a RoleBinding or equivalent RBAC construct** in the target namespace.
- The controller performs **read-time access checks**: before resolving a cross-namespace reference, it verifies that the controller’s service account has permission to *get* the referenced resource in the target namespace.
- All cross-namespace references must be **explicitly allowed via allowlists** defined at the namespace level (future extension point for policy enforcement).
- We add **clear warnings in documentation** about the security implications of cross-namespace refs and recommend colocation of resources whenever possible.

Rationale: While cross-namespace references violate strict namespace isolation, they are essential for existing Flux-based workflows (e.g., shared sources across environments). Removing them would impose significant operational burden. Instead, we opt for a secure-by-default approach that preserves functionality while enforcing least privilege.","## Decision

Deny cross-namespace references by default, but allow them to be
enabled with a flag.

So that the default value means the right thing, the flag name must be
`enable-cross-namespace-refs`, and the default `false`. To avoid
confusion when people try to use the Flux version of this flag
`--disable-cross-namespace-refs`, it should be supported too, but only
respected if supplied."
"## Context

The components provided by this package SHOULD primarily be designed
with the following aims:","## Decision 
## Decision

The components provided by this package SHOULD primarily be designed with the following aims:

1. **Reusability** – Components should be modular and self-contained, enabling use across multiple projects or contexts with minimal modification.
2. **Consistency** – Components should follow uniform design patterns, APIs, and behavior to ensure predictable integration and usage.
3. **Accessibility** – Components must adhere to accessibility standards (e.g., WCAG) to support inclusive user experiences.
4. **Performance** – Components should be lightweight and optimized to minimize impact on load time and runtime performance.
5. **Developer Experience (DX)** – Components should be well-documented, easy to configure, and provide clear error messages and TypeScript support where applicable.

These aims guide design and implementation decisions for all components within the package.","## Decision

Define all suitable components in a way which enables this uniform
workflow:"
"## Context

An alternative configuration procedure to ADR-0002, possibly better
suited for dynamic theming, theme changes and separating the component
configuration between behavioral and stylistic aspects. This new
approach utilizes the hdom context object to retrieve theme attributes,
whereas the previous solution ignored the context object entirely.

A live demo of the code discussed here is available at:

[demo.thi.ng/umbrella/hdom-theme-adr-0003](https://demo.thi.ng/umbrella/hdom-theme-adr-0003)","## Decision 
## Decision

The new approach using the hdom context object for theme attribute retrieval is adopted. This method improves support for dynamic theming and runtime theme switching by leveraging the existing context mechanism, allowing for cleaner separation between behavioral logic and stylistic configuration.

Key benefits:
- Enables real-time theme changes without re-rendering the entire component tree
- Decouples styling from component instantiation
- Aligns with established hdom patterns and reduces boilerplate
- Facilitates theme inheritance and overrides through context propagation

This decision supersedes aspects of ADR-0002 related to static theme configuration. The context-based solution proves more flexible and maintainable for the project's evolving theming requirements.",## Decision
"## Context and Problem Statement

On the Application Services team, we have successfully built several re-useable components for sync- and storage-related browser
functionality by following what we've dubbed the ""rust-components"" approach: write the bulk of the code in rust
so we can cross-compile it for different target platforms, have it expose a C-compatible FFI layer, then write a small amount
of FFI bindings code to expose the functionality to each of several different target languages (e.g. Swift and Kotlin).

The FFI layer and foreign-language bindings code is currently written by hand, a tedious and potentially error-prone
process.

Given that we expect to build additional components in this style in the future, and expect more teams at Mozilla to
do the same, can we increase the efficiency and reliability of this work by auto-generating some of this code?","## Decision  
## Decision

Adopt and integrate **UniFFI** to auto-generate FFI bindings for our Rust components.

- We will use [UniFFI](https://github.com/mozilla/uniffi-rs) to generate C-compatible FFI layers and corresponding language bindings (e.g. Kotlin, Swift, Python) from a single interface definition written in WebIDL-like syntax.
- This reduces the need for manual FFI and bindings code, minimizing errors and inconsistencies across platforms.
- The generated code will interoperate safely with hand-written glue code where necessary, allowing incremental adoption.
- We will establish a standard project structure and tooling pipeline for new rust-components using UniFFI, including CI/CD support for multi-platform builds and binding generation.
- Documentation and onboarding materials will be created to enable other Mozilla teams to adopt this approach.

This decision improves developer velocity, code maintainability, and cross-language compatibility while preserving the performance and portability benefits of the rust-components architecture.","## Decision Drivers

* Reduce time taken to launch a new rust component.
* Improve maintainability of existing rust components.
* Reduce possibility of errors in hand-written foreign language bindings code.
* Continue shipping components on a regular cadence."
"## Context and Problem Statement

When [deciding to build this tool](./0000-whats-the-big-idea.md), the main risk identified was that we'd spend too
much time on an ultimately unworkable or unmaintainable idea. What early design decisions can we make to mitigate
this risk? What things are an existential risk to the success of this project that must be included in the first
version, and what things can we safely defer to future work?

In other words: how do we build an MVP of this tool that is both *minimal* and *viable*?","## Decision 
## Decision

We will adopt a strict Minimum Viable Product (MVP) approach for the initial release of the tool. The core functionality will be limited to the smallest set of features that delivers tangible value and validates the fundamental assumptions of the project. Non-essential features, optimizations, and edge-case handling will be explicitly deferred.

To ensure viability:
- We will implement one complete end-to-end workflow that demonstrates the primary use case.
- We will include basic error handling and logging sufficient for debugging core failures.
- We will build with extensibility in mind (e.g., modular architecture), but avoid over-engineering.

To ensure minimalism:
- All features must pass a ""core value"" test—directly contributing to the primary user outcome.
- Infrastructure and tooling will be kept simple (e.g., single binary output, minimal dependencies).
- UI/UX will be functional but not polished.

This approach allows us to validate the concept quickly, gather feedback early, and pivot if necessary—reducing the risk of investing in an unworkable solution.","## Decision Drivers

* Strictly timebox our efforts to ""prove out"" the approach.
* Establish whether we can effectively maintain this kind of tool as a team.
* Support initial development of a new rust component with externally-imposed, near-term deadlines."
"## Context and Problem Statement

Passing complex data-types from Rust to foreign-language code and back again can be, well, *complex*.
Given a Rust struct with named fields, and a corresponding autogenerated data class in the foreign language
bindings, how does one turn into the other?","## Decision 
## Decision

Use the `serde` library to serialize complex data types to JSON when passing them between Rust and foreign-language code.

- All structs that need to be passed across the FFI boundary must implement `serde::Serialize` and `serde::Deserialize`.
- Data is serialized to a JSON string in Rust, passed as a C-compatible string (`*const c_char`) over the FFI boundary, and then deserialized in the target language (e.g., Kotlin, Swift, JavaScript).
- The reverse process is used for returning complex types from foreign code to Rust, if needed.
- Simple types (integers, booleans, strings) continue to be passed directly through FFI without serialization.

This approach:
- Leverages existing, well-tested serialization infrastructure (`serde`, `serde_json`).
- Ensures type safety through derived (de)serializers.
- Reduces the need for manual memory management or unsafe bridging logic.
- Is human-readable and debuggable.
- Is compatible with a wide range of languages and platforms.

**Note:** Performance-critical paths may later optimize this using raw binary formats (e.g., CBOR, Bincode), but JSON is preferred during initial development for its simplicity and interoperability.","## Decision Drivers

* Ensuring safety of the generated code.
* Fitting with our [MVP goal](./0001-mvp-webidl.md) of favouring initial-time-to-ship over performance."
"## Context and Problem Statement

Uniffi currently uses a very coarse locking strategy for managing concurrent access to object instances,
which has caused us to accidentally ship code in a product that [blocked the main thread on network I/O](https://jira.mozilla.com/browse/SDK-157).
We need to enable finer-grained concurrency control in order to provide the desired API for a key consumer.

Currently, every interface has a corresponding [ffi_support::ConcurrentHandleMap](https://docs.rs/ffi-support/0.4.0/ffi_support/handle_map/struct.ConcurrentHandleMap.html) that is responsible for owning all instances of
that interface and for handing out references to them in a mutability-safe and threadsafe manner. This
ensures that the generated code is safe in the face of concurrent operations, but has a substantial
runtime cost: only one method call can be executed on an instance at any time. Any attempt to call an
object method while a concurrent method is already executing, will block until the previous call has completed.

The desired API for Project Nimbus includes methods that will be called synchronously from the main thread,
and hence must not block on network or disk I/O. Such an API cannot be built with uniffi as currently
implemented.","## Decision 

We will refactor Uniffi's concurrency model to replace the coarse-grained `ConcurrentHandleMap` locking with fine-grained per-instance or per-method concurrency control. Instead of a single global lock per interface, each object instance will manage its own synchronization, allowing truly concurrent method calls on different instances.

For methods that perform potentially blocking operations (e.g., network or disk I/O), we will require them to be marked as `async` in the UDL (Uniffi Definition Language). The generated bindings will expose these as asynchronous functions in the foreign language (e.g., `async`/`await` in Kotlin, `Task` in Swift via callbacks or async primitives). This ensures that synchronous main-thread APIs do not block on long-running operations.

Additionally, we will introduce an attribute in UDL (`[blocking]`) to explicitly mark methods that may perform blocking work, triggering appropriate runtime warnings or requiring async wrappers during code generation. For maximum safety and clarity, all methods that interact with external resources must either be async or include explicit documentation and opt-in annotations if they must remain sync.

This change enables Project Nimbus to implement non-blocking, responsive APIs while maintaining memory and thread safety across FFI boundaries.","## Decision Drivers <!-- optional -->

* Enabling consumers to control the potential blocking behaviour of their generated APIs.
* Ensure safety of the generated code.
* Ship a solution in a timely manner to unblock Project Nimbus."
"## Context and Problem Statement

[ADR-0003](0003-threadsafe-interfaces.md) introduced support for ""thread-safe
interfaces"" - possibly leading to the impression that there is such a thing as
non-threadsafe interfaces and confusion about exactly what the attribute means.

However, the entire concept of non-threadsafe interfaces is a misconception -
the Rust compiler insists that everything wrapped by uniffi is thread-safe -
the only question is who manages this thread-safety. Interfaces which are not
marked as thread-safe cause uniffi to wrap the interface in a mutex which is
hidden in the generated code and therefore not obvious to the casual reader.

The `[Threadsafe]` marker acts as a way for the component author to opt out of
the overhead and blocking behaviour of this mutex, at the cost of opting in to
managing their own locking internally. This ADR proposes that uniffi forces
component authors to explicitly manage that locking in all cases - or to put
this in Rust terms, that all structs supported by uniffi must already be
`Send+Sync`

Note that this ADR will hence-forth use the term `Send+Sync` instead of
""Threadsafe"" because it more accurately describes the actual intent and avoids
any misunderstandings that might be caused by using the somewhat broad and
generic ""Threadsafe"".","## Decision 
## Decision

We will remove the `[Threadsafe]` attribute from UniFFI and require that all interface types are `Send + Sync`.

This means:

* The `[Threadsafe]` attribute is removed from the UniFFI IDL.
* All structs exposed through UniFFI must be safe to send between threads (`Send`) and safe to share between threads (`Sync`).
* The automatic internal mutex wrapping — previously applied to non-`[Threadsafe]` types — is removed entirely.
* Component authors are now responsible for ensuring thread safety, either by:
  * Designing their types to be naturally `Send + Sync` (e.g., by avoiding interior mutability or using `Arc<Mutex<T>>`, `RwLock<T>`, etc.), or
  * Using thread-safe smart pointers and concurrency primitives explicitly in their Rust code.

### Rationale

* **Clarity**: Removing the implicit mutex eliminates confusion about who is responsible for thread safety. With the old model, users could not easily tell whether a type was internally synchronized or protected by an auto-generated wrapper.
* **Performance**: Eliminating a potentially unnecessary mutex layer avoids hidden performance costs and contention.
* **Predictability**: All exported types now have consistent, explicit concurrency semantics.
* **Alignment with Rust idioms**: Requiring `Send + Sync` aligns with Rust’s ownership and concurrency model, encouraging correct-by-construction designs.

### Migration

* Existing types that relied on automatic synchronization will need to be updated to wrap internal state in `Mutex`, `RwLock`, or another appropriate concurrency primitive.
* Generated foreign language bindings will no longer include implicit locking behavior — any required synchronization must be documented and managed at the application level if needed.

This change enforces explicit, maintainable, and performant concurrency design in UniFFI components.","## Decision Drivers

* Supporting non-`Send+Sync` structs means uniffi must add hidden locking to make
  them `Send+Sync`. We consider this a ""foot-gun"" as it may lead to accidentally
  having method calls unexpectedly block for long periods, such as
  [this Fenix bug](https://github.com/mozilla-mobile/fenix/issues/17086)
  (with more details available in [this JIRA ticket](https://jira.mozilla.com/browse/SDK-157)).

* Supporting such structs will hinder uniffi growing in directions that we've
  found are desired in practice, such as allowing structs to use [alternative
  method receivers](https://github.com/mozilla/uniffi-rs/issues/417) or to
  [pass interface references over the FFI](https://github.com/mozilla/uniffi-rs/issues/419)."
"## Context and Problem Statement

UniFFI currently manages object instances using the `HandleMap` struct in the ffi-support crate.
This means that external consumers of UniFFI-wrapped interfaces never see
any pointers to structs - instead, they get what is (roughly) an index into
an array, with the struct being stored in (and owned by) that array.

This has a number of safety characteristics which are particularly important for
hand-written FFI interfaces, but it does cause some issues in evolving UniFFI in
directions we consider important. In addition to the slight performance overhead,
the use of `HandleMap`s makes it difficult to support:

* Passing object instances as arguments ([#40](https://github.com/mozilla/uniffi-rs/issues/40)).
  Getting objects out of a `HandleMap` involves a closure, so accepting multiple
  object-typed arguments would involve code-generating nested closures.
* Returning object instances from functions ([#197](https://github.com/mozilla/uniffi-rs/issues/197)).
  Does the returned object already exist in the handlemap? If so, what is its handle?
  How will we manage the lifetime of multiple references to the object?

These restrictions mean that UniFFI's `Object` type is currently only suitable
as the `self` argument for method calls, and is forbidden in argument position,
as record fields, etc.

This ADR considers ways to evolve the handling of object instances and their
lifetimes, so that references to structs can be used more widely than currently allowed.","## Decision 
We will transition from `HandleMap`-based object management to a raw pointer + reference counting model for managing object instances in UniFFI.

This approach will:
- Use `Box::into_raw` to convert Rust objects into raw pointers for FFI export
- Wrap raw pointers in language-specific smart pointers (e.g., `std::shared_ptr` in C++, `Arc` in Rust) when crossing language boundaries
- Implement `free` methods that call `Box::from_raw` to properly clean up objects
- Generate additional binding code to manage reference counting across language boundaries

The decision is based on the following rationale:
1. Raw pointers enable passing objects as arguments and returning them from functions
2. Reference counting provides automatic memory management while maintaining safety
3. This approach scales to complex object graphs and multiple references
4. It aligns with common practices in other FFI systems
5. The performance overhead is acceptable compared to the current HandleMap approach

We accept the increased complexity in generated code and the need for careful null-pointer checking as trade-offs for the significantly improved API flexibility.","## Decision Drivers

* We desire the ability to have more flexible lifetimes for object interfaces, so
  they can be stored in dictionaries or other interfaces, and be returned by
  functions or methods other than constructors.

* We would like to keep the UniFFI implementation as simple as possible while
  providing a suitable degree of safety - in particular, a promise that it
  should be impossible to misuse the generated bindings in a way that triggers
  Rust's ""undefined behavior"" or otherwise defeats Rust's safety
  characteristics and ownership model (and in particular, avoiding things like
  use-after-free issues).

* We would like to keep the overhead of UniFFI as small as possible so that it
  is a viable solution to more use-cases."
